Unique Key,Created Date,Due Date,Closed Date,Agency Name,Complaint Type,Descriptor,Park Borough,Latitude,Longitude
31480084,9/7/15 15:55,9/7/15 23:55,9/8/15 14:16,New York City Police Department,Blocked Driveway,No Access,BRONX,40.88910456,-73.84219558
31796541,10/19/15 13:32,11/4/15 16:33,11/4/15 1:07,Department of Consumer Affairs,Consumer Complaint,Overcharge,QUEENS,40.75808096,-73.7779482
31039808,7/9/15 19:17,7/23/15 19:17,7/31/15 9:56,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,MANHATTAN,40.81532634,-73.93575532
31560907,9/18/15 9:00,9/18/15 17:00,9/18/15 16:26,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,MANHATTAN,40.80594153,-73.94522833
31795240,10/19/15 7:51,,10/27/15 1:12,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,BRONX,40.83269177,-73.91045749
31040868,7/9/15 8:24,7/9/15 16:24,7/9/15 9:41,New York City Police Department,Illegal Parking,Blocked Hydrant,BROOKLYN,40.62813901,-73.9590532
31039067,7/9/15 13:09,7/23/15 13:09,7/22/15 10:46,Senior Citizen Rent Increase Exemption Unit,SCRIE,Copy of Approval Order,MANHATTAN,,
31134469,7/21/15 6:31,7/21/15 14:31,7/21/15 7:33,New York City Police Department,Blocked Driveway,No Access,QUEENS,40.75538208,-73.87871521
31614481,9/25/15 2:57,9/25/15 10:57,9/25/15 8:45,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,BRONX,40.82823169,-73.92190714
31617108,9/25/15 9:12,9/25/15 17:12,9/25/15 12:41,New York City Police Department,Blocked Driveway,No Access,QUEENS,40.68414846,-73.81555206
31912406,11/4/15 11:04,11/4/15 19:04,11/4/15 14:15,New York City Police Department,Blocked Driveway,No Access,Unspecified,,
31613412,9/25/15 22:33,9/26/15 6:33,9/26/15 0:35,New York City Police Department,Noise - Commercial,Banging/Pounding,QUEENS,40.76078059,-73.92287061
31615134,9/25/15 2:25,9/25/15 10:25,9/25/15 5:23,New York City Police Department,Illegal Parking,Commercial Overnight Parking,QUEENS,40.77195867,-73.92512496
31614667,9/25/15 13:59,9/25/15 21:59,9/26/15 1:16,New York City Police Department,Blocked Driveway,No Access,QUEENS,40.76855273,-73.92142476
31902597,11/3/15 18:27,11/4/15 2:27,11/4/15 2:12,New York City Police Department,Illegal Parking,Commercial Overnight Parking,QUEENS,40.72647648,-73.8918897
31616538,9/26/15 1:34,9/26/15 9:34,9/26/15 6:37,New York City Police Department,Blocked Driveway,No Access,BROOKLYN,40.69376688,-73.91082437
30850842,6/15/15 20:03,6/16/15 4:03,6/15/15 20:09,New York City Police Department,Illegal Parking,Commercial Overnight Parking,BROOKLYN,40.61845907,-73.985916
30850801,6/15/15 9:51,6/15/15 17:51,6/16/15 0:12,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,BROOKLYN,40.67189219,-73.89586791
31614017,9/25/15 23:41,10/5/15 23:41,9/27/15 17:45,Department of Transportation,Street Condition,Failed Street Repair,BRONX,40.87313944,-73.90571327
31615500,9/25/15 14:28,9/25/15 22:28,9/26/15 1:16,New York City Police Department,Blocked Driveway,No Access,QUEENS,40.77235463,-73.92206292
30850812,6/15/15 9:40,6/15/15 17:40,6/15/15 15:18,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,BROOKLYN,40.67922256,-73.86819636
30607716,5/12/15 13:47,8/10/15 13:47,5/13/15 13:00,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",BRONX,40.88961552,-73.84052343
30284669,3/28/15 9:20,4/7/15 9:20,3/31/15 15:02,Department of Transportation,Sidewalk Condition,Blocked - Construction,BROOKLYN,40.71783505,-73.95772468
30604839,5/13/15 9:10,5/13/15 17:10,5/13/15 14:48,New York City Police Department,Derelict Vehicle,With License Plate,BROOKLYN,40.67513878,-73.90155531
30446731,4/21/15 20:36,4/22/15 4:36,4/21/15 22:59,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,BRONX,40.87806969,-73.91748396
30450860,4/21/15 6:12,4/21/15 14:12,4/21/15 10:01,New York City Police Department,Illegal Parking,Blocked Sidewalk,STATEN ISLAND,40.59569567,-74.07786771
30447155,4/21/15 14:25,7/20/15 14:25,4/22/15 7:37,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",STATEN ISLAND,40.62882005,-74.14976399
30529937,5/2/15 14:02,5/2/15 22:02,5/2/15 14:11,New York City Police Department,Noise - Commercial,Loud Music/Party,MANHATTAN,40.80938711,-73.95365679
30358243,4/8/15 8:29,,4/9/15 12:24,Department of Transportation,Street Condition,Failed Street Repair,QUEENS,40.71053099,-73.77109092
30487841,4/26/15 3:29,4/26/15 11:29,4/26/15 7:10,New York City Police Department,Illegal Parking,Blocked Hydrant,BRONX,40.88345733,-73.89081712
30485227,4/26/15 20:32,4/27/15 4:32,4/26/15 22:02,New York City Police Department,Blocked Driveway,No Access,BROOKLYN,40.66896215,-73.88303227
30487344,4/26/15 19:43,4/27/15 3:43,4/26/15 22:17,New York City Police Department,Illegal Parking,Blocked Hydrant,MANHATTAN,40.79600328,-73.93540919
31495873,9/9/15 10:37,9/9/15 18:37,9/9/15 19:38,New York City Police Department,Illegal Parking,Blocked Hydrant,BROOKLYN,40.63588742,-73.96721642
30733181,5/30/15 9:09,5/30/15 17:09,5/30/15 15:50,New York City Police Department,Derelict Vehicle,With License Plate,BROOKLYN,40.59501387,-73.94378459
30734113,5/30/15 9:23,5/30/15 17:23,5/30/15 19:48,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,BRONX,40.8322633,-73.91368142
30736654,5/30/15 2:43,5/30/15 10:43,5/30/15 4:55,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,STATEN ISLAND,40.58855823,-74.14636489
30736635,5/30/15 23:00,5/31/15 7:00,5/31/15 2:02,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,BROOKLYN,40.6925193,-73.90897614
30734982,5/30/15 22:20,5/31/15 6:20,5/30/15 22:27,New York City Police Department,Noise - Vehicle,Car/Truck Music,BRONX,40.83187508,-73.86635456
30731493,5/30/15 13:10,5/30/15 21:10,5/30/15 15:05,New York City Police Department,Noise - Park,Loud Music/Party,MANHATTAN,40.7134017,-74.00463522
31654172,10/1/15 7:02,10/1/15 15:02,10/1/15 7:28,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,QUEENS,40.7610169,-73.94203093
30736024,5/30/15 8:23,5/30/15 16:23,5/30/15 10:53,New York City Police Department,Blocked Driveway,No Access,STATEN ISLAND,40.61352286,-74.16416203
30986795,7/2/15 0:09,7/2/15 8:09,7/2/15 0:37,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,MANHATTAN,40.80036497,-73.93121156
30826584,6/11/15 16:28,6/21/15 16:28,6/19/15 16:07,Department of Transportation,Street Condition,Cave-in,BROOKLYN,40.61572944,-74.02234978
30954671,6/28/15 20:03,6/29/15 4:03,6/28/15 21:26,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,STATEN ISLAND,40.53388985,-74.18615218
30828852,6/11/15 20:23,10/8/15 15:02,10/5/15 12:56,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",QUEENS,40.72991986,-73.74242303
30827906,6/11/15 7:51,6/21/15 7:51,6/16/15 16:15,Department of Transportation,Street Condition,Failed Street Repair,BROOKLYN,40.65848351,-73.98563723
31918159,11/5/15 11:30,11/5/15 19:30,11/5/15 18:11,New York City Police Department,Blocked Driveway,Partial Access,MANHATTAN,40.74767538,-74.00623641
30825672,6/11/15 14:38,,6/11/15 14:38,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,Unspecified,,
30825927,6/11/15 13:37,6/18/15 14:05,6/23/15 8:42,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,BROOKLYN,40.68079741,-73.95839713
30828427,6/11/15 14:02,6/11/15 22:02,6/11/15 14:20,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,BROOKLYN,40.57654571,-73.98365697
31708483,10/8/15 13:12,,10/11/15 12:40,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,MANHATTAN,40.79114185,-73.94500215
31715268,10/8/15 22:23,,10/11/15 10:00,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,BRONX,40.85203251,-73.90548655
31949858,11/9/15 20:36,11/10/15 4:36,11/10/15 0:02,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,BROOKLYN,40.67708822,-73.99176569
30729658,5/29/15 7:15,5/29/15 15:15,5/29/15 10:47,New York City Police Department,Traffic,Truck Route Violation,QUEENS,40.70956728,-73.79114544
30828600,6/11/15 13:04,,6/12/15 8:23,Department of Transportation,Street Condition,Dumpster - Construction Waste,MANHATTAN,40.84191799,-73.93730541
30820859,6/11/15 18:16,6/19/15 18:16,,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,BROOKLYN,40.63241704,-74.00603469
30822919,6/11/15 9:09,6/11/15 17:09,6/11/15 19:12,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,QUEENS,40.69007272,-73.7635815
31481666,9/7/15 2:47,9/7/15 10:47,9/7/15 3:30,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,BRONX,40.86208025,-73.90811862
31480241,9/7/15 10:49,9/7/15 18:49,9/7/15 13:52,New York City Police Department,Illegal Parking,Blocked Sidewalk,QUEENS,40.76991123,-73.73287808
31483324,9/7/15 22:18,9/8/15 6:18,9/7/15 23:04,New York City Police Department,Homeless Encampment,N/A,MANHATTAN,40.75842923,-73.99263277
30821429,6/11/15 16:21,6/12/15 0:21,6/11/15 20:52,New York City Police Department,Blocked Driveway,No Access,BRONX,40.87051873,-73.88504963
30823895,6/11/15 8:39,6/21/15 8:39,6/15/15 15:38,Department of Transportation,Ferry Complaint,Cleanliness,Unspecified,,
30823594,6/11/15 7:30,6/11/15 15:30,6/11/15 11:04,New York City Police Department,Blocked Driveway,No Access,QUEENS,40.74643667,-73.89225069
30735173,5/30/15 23:56,5/31/15 7:56,5/31/15 6:19,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,BRONX,40.8811426,-73.88421036
31136964,7/23/15 1:16,7/23/15 9:16,7/23/15 8:55,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,MANHATTAN,40.82856374,-73.94571197
31059001,7/12/15 23:12,7/13/15 7:12,7/12/15 23:27,New York City Police Department,Noise - Commercial,Loud Music/Party,QUEENS,40.75577379,-73.88326243
30735888,5/30/15 18:25,5/31/15 2:25,5/30/15 20:29,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,BRONX,40.8764217,-73.8869523
31061499,7/12/15 21:40,7/13/15 5:40,7/13/15 0:18,New York City Police Department,Noise - Commercial,Loud Music/Party,MANHATTAN,40.72576132,-73.99477584
31612632,9/25/15 11:44,9/25/15 19:44,9/25/15 18:15,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,QUEENS,40.75377016,-73.92653141
31714249,10/8/15 13:12,10/8/15 21:12,10/8/15 14:29,New York City Police Department,Blocked Driveway,No Access,QUEENS,40.72724556,-73.85936657
31710637,10/8/15 14:59,10/8/15 22:59,10/8/15 20:00,New York City Police Department,Derelict Vehicle,With License Plate,BRONX,40.84424231,-73.8231897
31611944,9/25/15 7:21,9/25/15 15:21,9/25/15 7:28,New York City Police Department,Noise - Commercial,Banging/Pounding,BROOKLYN,40.67929417,-73.98377961
31613802,9/25/15 11:43,10/5/15 11:43,9/29/15 15:32,Department of Transportation,Street Condition,Cave-in,BRONX,40.90416029,-73.902891
31613948,9/25/15 11:47,9/25/15 19:47,9/25/15 21:01,New York City Police Department,Blocked Driveway,No Access,BROOKLYN,40.64571039,-73.94421034
31527101,9/13/15 8:58,9/13/15 16:58,9/13/15 9:30,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,BRONX,40.8376755,-73.8534882
31526392,9/13/15 17:16,9/14/15 1:16,9/13/15 18:40,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,QUEENS,40.66910542,-73.81453385
31526296,9/13/15 22:20,9/14/15 6:20,9/13/15 22:53,New York City Police Department,Noise - Commercial,Loud Music/Party,BROOKLYN,40.70062282,-73.92559458
31480765,9/7/15 21:44,9/8/15 5:44,9/7/15 22:19,New York City Police Department,Illegal Parking,Commercial Overnight Parking,BROOKLYN,40.62012478,-73.96971324
31524842,9/13/15 15:55,9/13/15 23:55,9/13/15 17:09,New York City Police Department,Blocked Driveway,No Access,BROOKLYN,40.66408796,-73.9827344
31526951,9/13/15 12:50,9/13/15 20:50,9/13/15 15:08,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,BROOKLYN,40.63292497,-73.91295928
31527799,9/13/15 22:08,9/14/15 6:08,9/13/15 23:04,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,BRONX,40.83715569,-73.92329885
30487472,4/26/15 23:13,4/27/15 7:13,4/27/15 3:47,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,BRONX,40.88077041,-73.91006004
30538581,5/4/15 1:45,5/4/15 9:45,5/4/15 2:24,New York City Police Department,Illegal Parking,Blocked Sidewalk,BRONX,40.87980587,-73.90519755
30485019,4/27/15 1:00,4/27/15 9:00,4/27/15 2:35,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,MANHATTAN,40.80296279,-73.95642085
30136906,3/9/15 15:50,3/9/15 23:50,3/9/15 21:05,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,BROOKLYN,40.6349199,-73.97251681
30601523,5/12/15 9:11,8/10/15 9:11,5/15/15 11:46,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",BRONX,40.86828292,-73.9010669
30898443,6/20/15 12:43,6/20/15 20:43,6/20/15 15:24,New York City Police Department,Noise - Vehicle,Engine Idling,BROOKLYN,40.63322317,-74.01514635
31708315,10/8/15 10:09,,10/11/15 8:41,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,MANHATTAN,40.79767686,-73.93416874
30458302,4/22/15 12:53,4/22/15 20:53,4/22/15 13:09,New York City Police Department,Blocked Driveway,Partial Access,BROOKLYN,40.60699585,-73.97947546
30472249,4/24/15 20:35,4/25/15 4:35,4/24/15 21:17,New York City Police Department,Traffic,Congestion/Gridlock,MANHATTAN,40.72579385,-74.01102558
30897402,6/21/15 0:54,6/21/15 8:54,6/21/15 1:59,New York City Police Department,Blocked Driveway,No Access,BRONX,40.84194359,-73.91326046
29989497,2/19/15 13:11,3/12/15 13:11,2/25/15 4:22,Department of Transportation,Broken Muni Meter,No Receipt,MANHATTAN,40.79335028,-73.97273311
29988672,2/19/15 16:37,3/11/15 16:37,2/25/15 4:22,Department of Transportation,Broken Muni Meter,Timer Defect - Fast/Fail,QUEENS,40.68028042,-73.8448746
30895618,6/20/15 22:35,6/21/15 6:35,6/20/15 23:03,New York City Police Department,Blocked Driveway,No Access,BROOKLYN,40.63694921,-73.90988784
30894796,6/20/15 16:00,6/21/15 0:00,6/20/15 17:24,New York City Police Department,Blocked Driveway,Partial Access,QUEENS,40.68370984,-73.8158958
30895197,6/20/15 12:37,8/6/15 8:40,9/8/15 14:54,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,MANHATTAN,40.742089,-73.98497686
31611640,9/25/15 19:57,10/13/15 12:33,10/11/15 1:06,Department of Consumer Affairs,Consumer Complaint,Overcharge,MANHATTAN,40.80299037,-73.94400989
30895161,6/20/15 22:04,6/21/15 6:04,6/20/15 22:53,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,BROOKLYN,40.63468258,-74.03237226
31616928,9/25/15 15:29,10/25/15 15:29,9/26/15 11:20,Department of Transportation,Curb Condition,Defacement,BROOKLYN,40.57961581,-73.93894122
31615696,9/25/15 14:18,10/13/15 11:03,10/11/15 1:06,Department of Consumer Affairs,Consumer Complaint,Non-Delivery Goods/Services,BRONX,40.84264145,-73.84565615
30895846,6/21/15 0:32,6/21/15 8:32,6/21/15 1:22,New York City Police Department,Noise - Commercial,Loud Talking,MANHATTAN,40.78744229,-73.95189174
31615831,9/25/15 22:28,9/26/15 6:28,,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Unspecified,,
31617143,9/25/15 12:47,9/29/15 12:47,9/28/15 15:04,Department of Consumer Affairs,Consumer Complaint,Exchange/Refund/Return,BRONX,40.8164013,-73.91704379
30893256,6/21/15 0:14,6/21/15 8:14,6/21/15 1:21,New York City Police Department,Noise - Commercial,Loud Music/Party,BROOKLYN,40.70169627,-73.92181373
30856509,6/15/15 13:49,6/20/15 13:49,6/19/15 18:20,Bureau of Fire Prevention - Highrise Unit - Inspections,EAP Inspection - F59,On Site Test,MANHATTAN,40.75663038,-73.98282591
30959197,6/28/15 23:52,6/29/15 7:52,6/29/15 6:08,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,BRONX,40.84281412,-73.90681882
30024762,2/23/15 14:57,2/23/15 22:57,2/24/15 0:09,New York City Police Department,Blocked Driveway,No Access,BROOKLYN,40.59310378,-73.95719873
31175750,7/27/15 21:08,7/28/15 5:08,7/27/15 22:33,New York City Police Department,Noise - Park,Loud Music/Party,BROOKLYN,40.63201296,-74.01317536
29980970,2/18/15 19:05,3/4/15 19:05,2/18/15 19:25,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,QUEENS,,
29976648,2/18/15 9:37,,2/18/15 9:38,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,Unspecified,,
30855500,6/15/15 16:37,7/15/15 16:37,6/30/15 12:06,Department of Health and Mental Hygiene,Indoor Sewage,Sewage Odor,QUEENS,40.73674416,-73.86777946
30017965,2/23/15 23:25,3/25/15 23:25,,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,MANHATTAN,40.82397401,-73.95055014
30023775,2/23/15 10:15,4/9/15 10:15,,Department of Health and Mental Hygiene,Indoor Air Quality,Dust from Construction,BROOKLYN,40.68801709,-73.96105371
30822455,6/11/15 15:59,,6/11/15 16:00,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,Unspecified,,
30824529,6/11/15 8:34,,6/11/15 8:35,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,Unspecified,,
30827367,6/11/15 11:32,6/21/15 11:32,6/19/15 16:54,Department of Transportation,Sidewalk Condition,Blocked - Construction,BROOKLYN,40.68242281,-73.91832456
31188611,7/29/15 10:13,,7/29/15 10:13,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,Unspecified,,
31188287,7/29/15 20:40,,7/29/15 20:40,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,Unspecified,,
31251174,8/6/15 23:13,8/7/15 7:13,8/7/15 1:10,New York City Police Department,Noise - Vehicle,Car/Truck Music,MANHATTAN,40.83882344,-73.94563493
30983723,7/1/15 9:09,7/6/15 10:21,7/1/15 10:23,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,STATEN ISLAND,40.57616462,-74.12622942
30989451,7/2/15 15:55,10/1/15 9:04,,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power/Phone Lines,BROOKLYN,40.64480606,-73.9364312
30992797,7/2/15 14:56,7/12/15 14:56,7/2/15 16:10,Department of Transportation,Street Condition,Cave-in,MANHATTAN,40.79194888,-73.97817611
